subject_code,topic,stem,choice_a,choice_b,choice_c,choice_d,correct,explanation,difficulty
"TAX","Income Tax: Corporations","The total assets used in the small-corporation two-condition test (for the 20% rate) are measured:","Including the value of the land on which the office is situated","Net of all liabilities","Excluding the value of the land on which the office, plant, or equipment is situated","Based on gross sales for the year","C","The P100,000,000 total-asset threshold for the 20% rate excludes the value of the land on which the corporation's office, plant, and equipment are situated.","2"
"TAX","Income Tax: Corporations","A domestic corporation reported gross income of P15,000,000 and net taxable income of P5,000,000 with total assets of P90,000,000 (excluding land), in its tenth year. The income tax payable is:","P1,000,000","P1,250,000","P300,000","P3,750,000","A","Net taxable income is exactly P5,000,000 (at most P5,000,000) and total assets P90,000,000 are at most P100,000,000, so the 20% rate applies: RCIT = P5,000,000 x 20% = P1,000,000. MCIT = P15,000,000 x 2% = P300,000; the higher is RCIT P1,000,000.","3"
"TAX","Income Tax: Corporations","Dividends received by a resident foreign corporation from a domestic corporation are generally:","Subject to a 10% final tax","Subject to a 25% final tax","Exempt from income tax","Subject to a 6% final tax","C","Dividends received by a resident foreign corporation from a domestic corporation are generally exempt from income tax, similar to the treatment of inter-corporate dividends between domestic corporations.","2"
"TAX","Income Tax: Corporations","A domestic corporation has gross income of P3,000,000, itemized deductions of P2,600,000, and is in its second year of operations. RCIT is 25%. The income tax payable is:","P60,000","P100,000","P75,000","P0","B","In the second year, MCIT does not yet apply, so only RCIT is computed. Net taxable income = P3,000,000 - P2,600,000 = P400,000; RCIT = P400,000 x 25% = P100,000.","2"
"TAX","Income Tax: Corporations","Which of the following items is NOT deducted in determining the gross income base of the 2% MCIT for a trading corporation?","Cost of sales","Sales returns and allowances","Selling and administrative operating expenses","Sales discounts","C","The MCIT is based on gross income (net sales less cost of sales). Selling and administrative operating expenses are NOT deducted in arriving at the gross income base, unlike in the RCIT computation.","3"
"TAX","Income Tax: Partnerships, Estates & Trusts","A general professional partnership (GPP) is:","Taxed as a corporation at 25% RCIT","Exempt as a separate entity, with partners taxed on their distributive shares","Subject to a 10% final tax on its net income","Subject to the 8% income tax option as an entity","B","A general professional partnership is not subject to income tax as an entity. Instead, each partner is taxed in his individual capacity on his distributive share, whether or not actually distributed.","1"
"TAX","Income Tax: Partnerships, Estates & Trusts","An ordinary (commercial) business partnership is, for income tax purposes:","Exempt like a GPP","Subject to the graduated individual table","Taxed as a corporation, with partners' shares treated as dividends","Subject only to the 3% percentage tax","C","An ordinary or commercial partnership is taxed like a corporation. The partners' distributive shares are treated as dividends and are subject to the 10% final tax.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","A commercial partnership had distributable net income after tax of P1,000,000, shared equally by two individual resident partners. The final tax on each partner's share is:","P50,000","P100,000","P125,000","P25,000","A","Each partner's share is P500,000, treated as a dividend from an entity taxed as a corporation, subject to a 10% final tax. P500,000 x 10% = P50,000 per partner.","3"
"TAX","Income Tax: Partnerships, Estates & Trusts","A GPP has net professional income of P2,000,000 shared equally between two partners. The GPP claimed itemized deductions at the partnership level. In computing his own taxable income, each partner:","Reports a P1,000,000 distributive share and cannot again deduct the same partnership expenses","May again deduct the partnership-level expenses against his share","Pays a 10% final tax on the P1,000,000 share","Is exempt because the GPP already paid the tax","A","The GPP determines net income at the partnership level (itemized or OSD). Each partner reports his distributive share as part of gross income and cannot again deduct the expenses already claimed by the GPP.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","A joint venture formed for undertaking a construction project, where the co-venturers are licensed local contractors, is:","Taxable as a corporation","Subject to a 10% final tax","Not taxable as a corporation; the co-venturers are taxed separately on their shares","Exempt from all taxes including the percentage tax","C","A joint venture for construction projects (and one for energy operations under a service contract with the government) is NOT treated as a taxable corporation. The co-venturers report their respective shares in their own returns.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","A joint venture formed by two corporations to operate a chain of retail stores (not construction or energy operations) is:","Not a taxable entity","Taxable as a corporation","Subject only to the percentage tax","Taxed under the graduated individual table","B","A joint venture that is not for construction or for energy or petroleum operations under a government service contract is treated as a taxable corporation subject to corporate income tax.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","Two heirs inherited a parcel of land and merely held it as co-owners while collecting rent, dividing the income between them without reinvesting. The co-ownership is:","Generally not taxable as a separate entity; each co-owner reports his share","Taxable as a corporation","Subject to a 10% final tax","Subject to the 8% option as an entity","A","A co-ownership for the mere preservation of inherited property and collection of its income is generally not a taxable entity. Each co-owner reports his respective share of the income in his own return.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","Two heirs who inherited property continued to invest the rental income jointly in additional income-producing ventures for profit. The arrangement may be treated as:","A tax-exempt co-ownership","An unregistered partnership taxable as a corporation","A GPP","An irrevocable trust","B","When co-owners do not divide the income but instead reinvest it in additional income-producing ventures for profit, the co-ownership is converted into an unregistered partnership taxable as a corporation.","3"
"TAX","Income Tax: Partnerships, Estates & Trusts","An estate under judicial settlement is, for income tax purposes:","A separate taxpayer using the graduated income tax table","Never a taxpayer","Taxed as a corporation at 25% RCIT","Subject to a 6% final tax","A","An estate under judicial settlement is a separate taxpayer and computes its income tax using the graduated table applicable to individuals during the period of settlement.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","An estate under judicial settlement earned net income of P800,000 and distributed P300,000 to an heir during the year. In computing the taxable income of the estate, the P300,000 distributed to the heir is:","Deductible by the estate and taxable to the heir","Not deductible by the estate","A final-tax item at 10%","Exempt to both estate and heir","A","Income of the estate that is properly paid or credited to an heir during the year is deductible by the estate and is taxable to the heir who receives it, avoiding double taxation of the same income.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","An irrevocable trust is treated as:","Income always taxable to the grantor","A separate taxpayer computing tax using the graduated table","Taxed as a corporation","Exempt from income tax","B","An irrevocable trust is a separate taxpayer and computes its income tax using the graduated individual table, similar to an estate under judicial settlement.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","Income of a revocable trust (where the grantor reserved the power to revest title in himself) is taxable to:","The grantor","The trust as a separate entity","The beneficiary","No one, because it is exempt","A","Where the title to any part of the trust corpus may be revested in the grantor (a revocable trust), the income of that part is taxed to the grantor and not to the trust.","2"
"TAX","Income Tax: Partnerships, Estates & Trusts","A grantor created two trusts in favor of the same beneficiary. For income tax purposes, the income of the two trusts is:","Consolidated and taxed as if it were the income of a single trust","Taxed separately, each enjoying its own exemption","Always taxed to the grantor","Exempt because there are multiple trusts","A","Where two or more trusts are created by the same grantor for the same beneficiary, the taxable income of all the trusts is consolidated and the tax computed as on a single trust, with any excess tax apportioned among the trustees.","3"
