"subject_code","topic","stem","choice_a","choice_b","choice_c","choice_d","correct","explanation","difficulty"
"AFAR","Not-for-Profit & Government Accounting","A donor gives a not-for-profit a building to be used for its operations, with no time or use restriction beyond the gift itself. The contribution is generally recognized:","As revenue without donor restrictions at fair value","As a liability","Only when the building is sold","At the donor original cost","A","Contributed non-cash assets are recognized at fair value as contribution revenue; absent restrictions it is recognized without donor restrictions.","2"
"AFAR","Not-for-Profit & Government Accounting","In the Philippine government budget cycle under GAM for NGAs, the correct sequence is:","Allotment, appropriation, obligation, disbursement","Appropriation, allotment, obligation, disbursement","Obligation, appropriation, allotment, disbursement","Disbursement, obligation, allotment, appropriation","B","The budget execution flow is appropriation (legislative authority), then allotment (DBM authority to obligate), then obligation (commitment), then disbursement (actual payment).","2"
"AFAR","Not-for-Profit & Government Accounting","The Notice of Cash Allocation (NCA) issued by the DBM to a government agency represents:","An appropriation by Congress","Authority to incur obligations","Cash authority enabling the agency to pay obligations through Modified Disbursement System checks or transfers","A tax assessment","C","The NCA is the cash authority issued by the DBM allowing an agency to pay its obligations (e.g., via MDS); it is distinct from appropriation and allotment.","2"
"AFAR","Not-for-Profit & Government Accounting","Under GAM for NGAs, the document that records appropriations, allotments, obligations, and balances to control spending is a:","Statement of cash flows","Registry (e.g., Registry of Allotments, Obligations and Disbursements)","General ledger only","Notice of Cash Allocation","B","Registries such as the Registry of Allotments, Obligations and Disbursements (RAOD) and the Obligation Request and Status (ORS) are used to control and monitor budgetary balances.","2"
"AFAR","Not-for-Profit & Government Accounting","Philippine government accounting under GAM applies which basis of accounting for general-purpose financial statements?","Pure cash basis","Accrual basis (aligned with PPSAS)","Modified cash basis only","Tax basis","B","GAM for NGAs adopts the accrual basis of accounting consistent with the Philippine Public Sector Accounting Standards (PPSAS).","2"
"AFAR","Not-for-Profit & Government Accounting","Responsibility accounting in Philippine government accounting primarily aims to:","Identify revenues and costs with the responsibility centers and officials accountable for them","Consolidate all agencies into one entity","Eliminate the budget process","Replace the COA audit","A","Responsibility accounting associates revenues and expenditures with the responsibility centers and the officers accountable, supporting performance evaluation.","2"
"AFAR","Not-for-Profit & Government Accounting","Under GAM for NGAs, agency receipts are organized into fund clusters; the cluster covering regular agency operations financed by the national budget is the:","Trust Receipts fund","Business-Related Funds","Regular Agency Fund","Inter-Agency Transferred Funds","C","The Regular Agency Fund (fund cluster 01) covers the normal operations of the agency funded by appropriations under the General Appropriations Act.","3"
"AFAR","Not-for-Profit & Government Accounting","Tax revenue collected by a government agency is an example of revenue from:","An exchange transaction","A capital contribution","A non-exchange transaction","A finance lease","C","Taxes are non-exchange transactions because the government receives value (taxes) without directly giving approximately equal value in exchange to the specific taxpayer.","2"
"AFAR","Not-for-Profit & Government Accounting","A not-for-profit reports expenses in its statement of activities by:","Only natural classification","Fund only","Object of expenditure only","Functional classification (e.g., program and supporting services), with disclosure of natural classification","D","Not-for-profits report expenses by function (program services and supporting activities) and provide an analysis showing the relationship between functional and natural classification.","2"
"AFAR","Not-for-Profit & Government Accounting","A multi-year unconditional pledge to a not-for-profit of P100,000 per year for five years should be recognized when promised at:","P500,000 undiscounted","Zero until collected","P100,000 only","The present value of the future cash flows","D","An unconditional multi-year promise is recognized at fair value, which for promises collectible beyond one year is measured at the present value of estimated future cash flows.","3"
"AFAR","Not-for-Profit & Government Accounting","Under GAM for NGAs, an obligation is incurred when the agency:","Receives its appropriation","Receives the Notice of Cash Allocation","Enters into a binding commitment such as a purchase order or contract that will require payment","Pays cash to a supplier","C","An obligation is a commitment (e.g., purchase order, contract, payroll) that binds the agency to pay; it is recorded before actual disbursement.","2"
"AFAR","Not-for-Profit & Government Accounting","A donor restricts a P400,000 gift for use only after 1 January next year (a time restriction). In the current year the not-for-profit reports it as:","Revenue without donor restrictions","Deferred until cash is spent","A refundable advance liability","Revenue with donor restrictions (net assets with donor restrictions)","D","A time restriction creates a donor-restricted contribution; it is recognized as revenue with donor restrictions in the period the unconditional promise/gift is received.","2"
"AFAR","Not-for-Profit & Government Accounting","Reversion of unused Notice of Cash Allocation at year-end under GAM reflects the principle that:","Cash authority is unlimited","NCA converts to appropriation","Agencies may keep unused NCA indefinitely","Unused cash allocation generally lapses and is reverted, supporting one-fund and annuality concepts","D","Unused NCA generally lapses at period end and is reverted to the Treasury, consistent with the annuality of the budget and control over public cash.","3"
"AFAR","Cost Accounting Systems","A company applied overhead of P480,000 during the year, but actual overhead was P510,000. Overhead was:","Overapplied by P30,000","Underapplied by P30,000","Overapplied by P990,000","Correctly applied","B","Applied P480,000 is less than actual P510,000, so overhead is underapplied by P30,000 (a debit balance in the overhead account).","2"
"AFAR","Cost Accounting Systems","If overhead is underapplied by an immaterial P30,000 at year-end, the usual disposition is to:","Capitalize it as an asset","Close it to cost of goods sold, increasing COGS by P30,000","Close it to sales","Defer it to next year","B","Immaterial under/overapplied overhead is closed to cost of goods sold; underapplied overhead increases COGS by P30,000.","2"
"AFAR","Cost Accounting Systems","A predetermined overhead rate is computed as estimated overhead divided by estimated activity. Estimated overhead is P900,000 and estimated machine hours are 60,000. The rate per machine hour is:","P15.00","P0.067","P60.00","P1.50","A","Predetermined rate = P900,000 / 60,000 machine hours = P15.00 per machine hour.","1"
"AFAR","Cost Accounting Systems","In process costing with the weighted-average method, equivalent units of production for a cost element equal:","Units started only","Units completed and transferred out plus equivalent units in ending work in process","Units completed minus beginning WIP","Units in ending WIP only","B","Under weighted average, EUP = units completed and transferred out + (ending WIP x percentage complete for that element).","2"
"AFAR","Cost Accounting Systems","A department completed 40,000 units and had 10,000 units in ending WIP that are 100% complete as to materials (added at the start) and 30% complete as to conversion. EUP for materials (weighted average) is:","40,000","43,000","50,000","53,000","C","Materials are added at the start, so ending WIP is 100% complete for materials. EUP materials = 40,000 completed + 10,000 x 100% = 50,000.","3"
"AFAR","Cost Accounting Systems","Using the same data (40,000 completed; 10,000 ending WIP 30% complete as to conversion), EUP for conversion (weighted average) is:","40,000","43,000","50,000","13,000","B","Conversion EUP = 40,000 completed + 10,000 x 30% = 40,000 + 3,000 = 43,000.","3"
"AFAR","Cost Accounting Systems","Total conversion cost to account for is P860,000 and conversion EUP (weighted average) is 43,000. The conversion cost per equivalent unit is:","P20.00","P21.50","P2.00","P18.60","A","Cost per EUP = P860,000 / 43,000 = P20.00 per equivalent unit.","3"
"AFAR","Cost Accounting Systems","Under the FIFO method of process costing, equivalent units differ from weighted average because FIFO:","Excludes the work done last period on beginning WIP (only this period work counts)","Includes beginning WIP units as if started this period","Ignores ending WIP","Uses standard costs","A","FIFO counts only the equivalent work performed during the current period, so it excludes the prior-period work already done on beginning WIP units.","2"
"AFAR","Cost Accounting Systems","A department had 5,000 units in beginning WIP (60% complete as to conversion), completed 45,000 units, and had 8,000 units in ending WIP (25% complete as to conversion). Conversion EUP under FIFO is:","47,000","46,000","44,000","49,000","C","FIFO conversion EUP = work to finish beginning WIP 5,000 x 40% (2,000) + units started and completed (45,000 − 5,000 = 40,000) + ending WIP 8,000 x 25% (2,000) = 44,000.","3"
"AFAR","Cost Accounting Systems","Spoilage that arises under efficient operating conditions and is inherent in the production process is classified as:","Abnormal spoilage charged to a loss account","Scrap","Normal spoilage, generally treated as a product cost","Rework","C","Normal spoilage is expected under efficient conditions and is generally absorbed as a product cost; abnormal spoilage is charged to a loss in the period.","2"
"AFAR","Cost Accounting Systems","Two joint products, X and Y, are produced from a P600,000 joint cost. Product X has 30,000 physical units and Y has 20,000 physical units. Using the physical-units method, the joint cost allocated to X is:","P240,000","P300,000","P360,000","P200,000","C","Allocation to X = P600,000 x (30,000 / 50,000) = P600,000 x 0.60 = P360,000.","3"
"AFAR","Cost Accounting Systems","Joint cost of P800,000 is allocated using relative sales value at split-off. Product A sells for P700,000 and Product B for P300,000 at split-off. Joint cost allocated to Product A is:","P560,000","P240,000","P700,000","P400,000","A","Total sales value = P700,000 + P300,000 = P1,000,000. Allocation to A = P800,000 x (P700,000 / P1,000,000) = P560,000.","3"
"AFAR","Cost Accounting Systems","Under activity-based costing, the activity rate for an activity is computed as:","Total overhead divided by direct labor hours","Direct materials divided by units","Sales divided by units","Activity cost pool divided by the activity cost driver volume","D","An ABC activity rate = total cost in the activity cost pool / total quantity of the cost driver for that activity.","2"
"AFAR","Cost Accounting Systems","A setup activity pool costs P450,000 with 1,500 setups expected. A product requiring 40 setups is assigned setup cost of:","P12,000","P300","P18,000","P30,000","A","Activity rate = P450,000 / 1,500 setups = P300 per setup. Assigned to the product = 40 x P300 = P12,000.","3"
"AFAR","Cost Accounting Systems","A by-product is typically accounted for by:","Allocating a large share of joint cost to it","Ignoring it entirely with no records","Treating it as the main product","Recognizing its net realizable value as a reduction of the main product cost (or as other income)","D","By-products have minor value; a common method credits their net realizable value against the joint cost of the main products (or recognizes it as other income).","2"
"AFAR","Cost Accounting Systems","Backflush costing, often used in JIT environments, is characterized by:","Detailed tracking of costs through every work-in-process stage","Recording overhead only at the start","Allocating joint costs by sales value","Delaying the recording of costs and flushing them out at completion or sale, with minimal WIP tracking","D","Backflush costing simplifies accounting by recording costs at trigger points (completion or sale) and minimizing detailed WIP tracking, suited to JIT with low inventories.","2"
"AFAR","Consolidated Financial Statements","Under PFRS 10, an investor controls an investee when it has all of the following EXCEPT:","Power over the investee","Exposure to variable returns from the investee","The ability to use power to affect those returns","Ownership of at least 51% of the voting shares","D","Control under PFRS 10 requires power, exposure to variable returns, and the ability to use power to affect returns. A specific 51% threshold is not required; control can exist with less or be absent with more.","1"
"AFAR","Foreign Currency Transactions & Translation","Under PAS 21, a foreign currency transaction is initially recorded by applying to the foreign currency amount the:","Closing rate at year-end","Forward rate","Average rate for the period","Spot exchange rate at the date of the transaction","D","A foreign currency transaction is recorded on initial recognition at the spot exchange rate at the transaction date.","1"
"AFAR","Derivatives & Hedge Accounting","Under PFRS 9, which of the following is NOT a characteristic of a derivative?","Its value changes in response to an underlying","It requires a large initial net investment relative to other contracts","It requires little or no initial net investment","It is settled at a future date","B","A derivative requires little or no initial net investment. The other features (an underlying, future settlement) are characteristics of derivatives.","1"
"AFAR","Not-for-Profit & Government Accounting","A donor contributes P500,000 to a not-for-profit with no stipulation on its use. The contribution is recognized as revenue:","With donor restrictions","Without donor restrictions","As a liability","Only when spent","B","An unconditional contribution with no donor stipulation is recognized immediately as revenue without donor restrictions (unrestricted).","1"
"AFAR","Cost Accounting Systems","A job-order shop applies overhead at P12 per direct labor hour. Job 101 used 350 direct labor hours. Applied overhead for Job 101 is:","P350","P4,200","P12","P3,500","B","Applied overhead = predetermined rate x actual activity = P12 x 350 hours = P4,200.","1"
