"subject_code","topic","stem","choice_a","choice_b","choice_c","choice_d","correct","explanation","difficulty"
"AUD","Completing the Audit","When the auditor extends procedures for one specific subsequent event after the original report date but does not perform a full updated review, the auditor uses:","A disclaimer of opinion","An adverse opinion","Dual dating of the report","Withdrawal from the engagement","C","Dual dating limits the auditors responsibility for events after the original report date to the specific later event identified, e.g., dated March 1, 2026, except for Note X, as to which the date is March 15, 2026.","3"
"AUD","Completing the Audit","A letter of inquiry sent to the entitys external legal counsel is the auditors primary means of corroborating managements information about:","Litigation, claims, and assessments","The fair value of inventory","Depreciation methods","Bank reconciliations","A","The legal letter (letter of audit inquiry) obtains the lawyers assessment of pending or threatened litigation, claims, and assessments and their likely outcomes.","2"
"AUD","Completing the Audit","The entitys external legal counsel refuses to respond to the auditors letter of inquiry, and there are no alternative procedures to satisfy the auditor about material litigation. The likely effect on the report is:","No effect on the opinion","An adverse opinion automatically","A scope limitation that may lead to a qualified opinion or disclaimer","An emphasis of matter paragraph only","C","A lawyers refusal to respond, when material and not resolved by other means, is a scope limitation; depending on materiality and pervasiveness it leads to a qualified opinion or a disclaimer.","3"
"AUD","Completing the Audit","Under PSA 580, the written representations from management are ordinarily dated:","One year before the report date","As near as practicable to, but not after, the date of the auditors report","Only at the start of the engagement","After the financial statements are filed","B","Written representations should cover all periods in the report and be dated as near as practicable to, but not after, the date of the auditors report, since the report cannot be dated earlier.","1"
"AUD","Completing the Audit","Management refuses to provide the written representations required under PSA 580 about its responsibility for the financial statements. The auditor should:","Issue an unmodified opinion with an emphasis of matter","Issue a qualified opinion only","Ignore the refusal if other evidence is strong","Disclaim an opinion or withdraw, as the refusal is a pervasive scope limitation","D","Refusal to provide required written representations casts doubt on managements integrity and is a pervasive limitation; the auditor disclaims an opinion or withdraws where permitted.","3"
"AUD","Completing the Audit","Under PSA 570, managements assessment of going concern should cover a period from the balance-sheet date of at least:","Three months","Twelve months","Six months","Twenty-four months","B","PSA 570 requires that managements going-concern assessment cover at least twelve months from the financial reporting date, and the auditor evaluates that period.","1"
"AUD","Completing the Audit","A material going-concern uncertainty exists, management has adequately disclosed it, and the use of the going-concern basis is appropriate. The auditor should:","Express an unmodified opinion with a separate Material Uncertainty Related to Going Concern section","Issue a qualified opinion","Issue an adverse opinion","Disclaim an opinion","A","When the uncertainty is adequately disclosed and the basis is appropriate, the opinion is unmodified but a separate Material Uncertainty Related to Going Concern section is added.","3"
"AUD","Completing the Audit","If a material going-concern uncertainty is NOT adequately disclosed in the financial statements, the auditor should:","Express an unmodified opinion","Add only an emphasis of matter paragraph","Disclaim an opinion","Express a qualified or adverse opinion as appropriate","D","Inadequate disclosure of a material going-concern uncertainty is a material misstatement; the auditor issues a qualified or adverse opinion depending on pervasiveness.","2"
"AUD","Completing the Audit","Final analytical procedures performed near the end of the audit are intended to:","Identify the population for confirmation","Replace tests of details for all accounts","Assist in forming an overall conclusion on whether the financial statements are consistent with the auditors understanding of the entity","Establish initial materiality","C","At the overall review stage, analytical procedures help the auditor assess whether the financial statements as a whole are consistent with expectations and corroborate conclusions reached.","2"
"AUD","Completing the Audit","The auditor accumulated uncorrected misstatements: receivables overstated P120,000, inventory overstated P90,000, and accrued expenses understated P70,000. Overall materiality is P250,000. The aggregate effect on pretax income and the conclusion are:","Income overstated by P140,000, below materiality","Income understated by P280,000","Income overstated by P280,000, which exceeds materiality, so the misstatements are material","No net effect on income","C","Each item overstates income: 120,000 (AR) + 90,000 (inventory) + 70,000 (understated expense) = P280,000 overstatement, exceeding the P250,000 materiality threshold.","3"
"AUD","Audit Reports & Opinions","Under PSA 700 (revised), the elements of the auditors report are presented in an order that begins with:","The auditors responsibilities, followed by the opinion","The Opinion section, followed by the Basis for Opinion section","Key audit matters, followed by the opinion","The signature, followed by the opinion","B","The revised report leads with the Opinion section, immediately followed by the Basis for Opinion, to place the auditors conclusion at the forefront.","1"
"AUD","Audit Reports & Opinions","Key Audit Matters communicated under PSA 701 are required to be included in the auditors report for:","All audits of all entities without exception","Only entities receiving a qualified opinion","Only first-year audits","Audits of complete sets of general purpose financial statements of listed entities","D","PSA 701 mandates a Key Audit Matters section for audits of listed entities; for others it is communicated only when required by law or voluntarily agreed.","1"
"AUD","Audit Reports & Opinions","A misstatement is material but not pervasive to the financial statements. The appropriate opinion is:","A qualified (except for) opinion","An adverse opinion","A disclaimer of opinion","An unmodified opinion","A","A material but not pervasive misstatement warrants a qualified opinion; an adverse opinion is reserved for misstatements that are both material and pervasive.","2"
"AUD","Audit Reports & Opinions","Misstatements are both material and pervasive to the financial statements as a whole. The appropriate opinion is:","A qualified opinion","An adverse opinion","A disclaimer of opinion","An unmodified opinion with emphasis of matter","B","When misstatements are material and pervasive, the financial statements as a whole are misleading, so the auditor expresses an adverse opinion.","2"
"AUD","Audit Reports & Opinions","The auditor is unable to obtain sufficient appropriate evidence about an account, and the possible effects of the undetected misstatements could be both material and pervasive. The appropriate opinion is:","An adverse opinion","A qualified opinion","An unmodified opinion","A disclaimer of opinion","D","A scope limitation whose possible effects are material and pervasive precludes forming an opinion, so the auditor disclaims an opinion.","2"
"AUD","Audit Reports & Opinions","A scope limitation results in a possible misstatement that is material but not pervasive. The auditor should issue:","A qualified (except for) opinion","A disclaimer of opinion","An adverse opinion","An unmodified opinion","A","A scope limitation that is material but not pervasive leads to a qualified opinion; pervasiveness would instead require a disclaimer.","2"
"AUD","Audit Reports & Opinions","An Emphasis of Matter paragraph in the auditors report is used to:","Modify the opinion to qualified","Report a material misstatement","Draw users attention to a matter properly presented or disclosed that is fundamental to their understanding, without modifying the opinion","Substitute for a Key Audit Matter","C","An Emphasis of Matter paragraph highlights a matter appropriately presented or disclosed in the statements; it does not modify the auditors opinion.","1"
"AUD","Audit Reports & Opinions","The distinction between an Emphasis of Matter and an Other Matter paragraph is that an Other Matter paragraph refers to:","A matter not presented or disclosed in the financial statements that is relevant to users understanding","A matter that is presented in the financial statements","A reason to qualify the opinion","A required Key Audit Matter","A","An Other Matter paragraph addresses something relevant to users that is not presented or disclosed in the statements, whereas Emphasis of Matter relates to something that is disclosed.","2"
"AUD","Audit Reports & Opinions","Under the corresponding figures approach to comparatives, the auditors opinion:","Expresses a separate opinion on each period presented","Is always modified for the prior period","Refers to the current period only, with prior-period figures as an integral part of the current statements","Omits the prior period entirely","C","Under corresponding figures, prior-period amounts are part of the current-period statements and the opinion addresses the current period only, unlike comparative financial statements where each period gets an opinion.","3"
"AUD","Audit Reports & Opinions","Under PSA 720, the auditors responsibility with respect to other information in a document containing the audited financial statements is to:","Express an audit opinion on the other information","Read the other information and consider whether it is materially inconsistent with the financial statements or the auditors knowledge","Ignore the other information entirely","Restate the other information","B","PSA 720 requires the auditor to read the other information and consider material inconsistencies or misstatements, but the auditor does not express an opinion or conclusion that provides assurance on it.","2"
"AUD","Audit Reports & Opinions","The date of the auditors report should be no earlier than the date on which the auditor has:","Begun planning the engagement","Completed the interim testing","Delivered the engagement letter","Obtained sufficient appropriate evidence, including evidence that the financial statements have been approved by those with recognized authority","D","The report is dated no earlier than the date the auditor obtained sufficient appropriate evidence, including that all statements and notes were prepared and those with authority approved them.","2"
"AUD","Audit Reports & Opinions","The auditors report is ordinarily addressed to:","The external legal counsel","Those for whom the report is prepared, often the shareholders or those charged with governance","The entitys bank only","The audit firms managing partner","B","Reports are addressed as required by the engagement circumstances, commonly to the shareholders or those charged with governance of the entity whose statements are audited.","1"
"AUD","Audit Reports & Opinions","An entity declines to capitalize a finance lease, instead expensing the payments, resulting in a misstatement the auditor judges material but confined to specific accounts and not pervasive. The auditor should issue:","A qualified opinion describing the departure in the Basis for Qualified Opinion section","An adverse opinion","A disclaimer of opinion","An unmodified opinion with an Other Matter paragraph","A","A material but non-pervasive misstatement from a misapplication of the reporting framework warrants a qualified opinion, with the matter explained in the Basis for Qualified Opinion section.","3"
